"CCLE_ID","depMapID","Name","Pathology","Site_Primary","Histology","Gender","Age","Site_Of_Finding","tcga_code"
"LS180_LARGE_INTESTINE","ACH-000957","LS 180","primary","large_intestine","carcinoma","female","58","","COAD/READ"
"SW403_LARGE_INTESTINE","ACH-000820","SW403","primary","large_intestine","carcinoma","female","51","","COAD/READ"
"NCIH747_LARGE_INTESTINE","ACH-000403","NCI-H747","metastasis","large_intestine","carcinoma","male","69","lymph_node","COAD/READ"
"RT4_URINARY_TRACT","ACH-000242","RT4","primary","urinary_tract","carcinoma","male","63","","BLCA"
"KATOIII_STOMACH","ACH-000793","KATO III","metastasis","stomach","carcinoma","male","55","pleura","STAD"
"BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000080","BDCM","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","missing info","","ALL"
"SW1417_LARGE_INTESTINE","ACH-000236","SW1417","primary","large_intestine","carcinoma","female","53","","COAD/READ"
"SW948_LARGE_INTESTINE","ACH-000680","SW948","primary","large_intestine","carcinoma","female","81","","COAD/READ"
"HS606T_FIBROBLAST","ACH-000540","Hs 606.T","primary","breast","carcinoma","female","44","","missing info"
"MDAMB415_BREAST","ACH-000876","MDA-MB-415","metastasis","breast","carcinoma","female","38","pleura","BRCA"
"DMS79_LUNG","ACH-000703","DMS 79","primary","lung","carcinoma","","65","","SCLC"
"NCIH2106_LUNG","ACH-000904","NCI-H2106","metastasis","lung","carcinoma","male","58","lymph_node","missing info"
"SW579_THYROID","ACH-000163","SW579","primary","thyroid","carcinoma","male","59","","THCA"
"MDAMB468_BREAST","ACH-000849","MDA-MB-468","metastasis","breast","carcinoma","female","51","pleura","BRCA"
"NCIH526_LUNG","ACH-000767","NCI-H526","metastasis","lung","carcinoma","male","55","bone_marrow","SCLC"
"TOV112D_OVARY","ACH-000048","TOV-112D","primary","ovary","carcinoma","female","42","","OV"
"BT549_BREAST","ACH-000288","BT-549","primary","breast","carcinoma","female","72","","BRCA"
"NCIH2196_LUNG","ACH-000399","NCI-H2196","metastasis","lung","carcinoma","male","67","bone_marrow","SCLC"
"CAL851_BREAST","ACH-000857","CAL-85-1","primary","breast","carcinoma","female","35","","BRCA"
"EFO21_OVARY","ACH-000308","EFO-21","metastasis","ovary","carcinoma","female","56","ascites","OV"
"A375_SKIN","ACH-000219","A-375","primary","skin","malignant_melanoma","female","54","","SKCM"
"HT29_LARGE_INTESTINE","ACH-000552","HT-29","primary","large_intestine","carcinoma","female","44","","COAD/READ"
"NCIH446_LUNG","ACH-000800","NCI-H446","metastasis","lung","carcinoma","male","61","pleura","SCLC"
"HS294T_SKIN","ACH-000014","Hs 294T","metastasis","skin","malignant_melanoma","male","56","lymph_node","SKCM"
"SKMEL5_SKIN","ACH-000730","SK-MEL-5","metastasis","skin","malignant_melanoma","female","24","axillary_node","SKCM"
"HS944T_SKIN","ACH-000632","Hs 944.T","metastasis","skin","malignant_melanoma","male","51","lymph_node","SKCM"
"TCCPAN2_PANCREAS","ACH-000502","TCC-PAN2","primary","pancreas","carcinoma","female","68","","PAAD"
"RMGI_OVARY","ACH-000719","RMG-I","primary","ovary","carcinoma","female","34","","OV"
"PC3_PROSTATE","ACH-000090","PC-3","metastasis","prostate","carcinoma","male","62","bone","PRAD"
"K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000551","K-562","metastasis","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","female","53","pleura","LCML"
"RT112_URINARY_TRACT","ACH-000473","RT-112","primary","urinary_tract","carcinoma","female","missing info","","BLCA"
"NUGC3_STOMACH","ACH-000911","NUGC-3","primary","stomach","carcinoma","male","72","","STAD"
"U87MG_CENTRAL_NERVOUS_SYSTEM","ACH-000075","U-87 MG","primary","central_nervous_system","glioma","female","44","","GBM"
"CAKI2_KIDNEY","ACH-000234","Caki-2","primary","kidney","carcinoma","male","69","","KIRC"
"OE19_OESOPHAGUS","ACH-000679","OE19","primary","oesophagus","carcinoma","male","72","","ESCA"
"KMRC2_KIDNEY","ACH-000709","KMRC-2","primary","kidney","carcinoma","male","missing info","","KIRC"
"JHH2_LIVER","ACH-000577","JHH-2","metastasis","liver","carcinoma","male","57","ascites","LIHC"
"IM95_STOMACH","ACH-000919","IM95","primary","stomach","carcinoma","male","63","","STAD"
"MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000045","MV-4-11","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","male","10","","LAML"
"WM2664_SKIN","ACH-001239","WM-266-4","metastasis","skin","malignant_melanoma","female","58","skin","SKCM"
"KMRC1_KIDNEY","ACH-000684","KMRC-1","primary","kidney","carcinoma","male","missing info","","KIRC"
"KM12_LARGE_INTESTINE","ACH-000969","KM12","primary","large_intestine","carcinoma","","missing info","","COAD/READ"
"T84_LARGE_INTESTINE","ACH-000381","T84","metastasis","large_intestine","carcinoma","male","72","lung","COAD/READ"
"CALU1_LUNG","ACH-000511","Calu-1","metastasis","lung","carcinoma","male","47","pleura","LUSC"
"LOXIMVI_SKIN","ACH-000750","LOX IMVI","primary","skin","malignant_melanoma","male","58","","SKCM"
"NCIH2170_LUNG","ACH-000481","NCI-H2170","primary","lung","carcinoma","male","missing info","","LUSC"
"SQ1_LUNG","ACH-000553","Sq-1","primary","lung","carcinoma","","missing info","","LUSC"
"AN3CA_ENDOMETRIUM","ACH-000940","AN3 CA","metastasis","endometrium","carcinoma","female","55","lymph_node","UCEC"
"NCIH2444_LUNG","ACH-000186","NCI-H2444","primary","lung","carcinoma","male","missing info","","UNABLE TO CLASSIFY"
"UACC257_SKIN","ACH-000579","UACC-257","primary","skin","malignant_melanoma","","missing info","","SKCM"
"KYSE510_OESOPHAGUS","ACH-000824","KYSE-510","primary","oesophagus","carcinoma","female","67","","ESCA"
"MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000362","MOLM-13","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","male","20","","LAML"
"HUPT4_PANCREAS","ACH-000213","HUP-T4","metastasis","pancreas","carcinoma","male","60","ascites","PAAD"
"KYSE30_OESOPHAGUS","ACH-000777","KYSE-30","primary","oesophagus","carcinoma","male","64","","ESCA"
"KYSE150_OESOPHAGUS","ACH-000855","KYSE-150","primary","oesophagus","carcinoma","female","49","","ESCA"
"PSN1_PANCREAS","ACH-000320","PSN1","primary","pancreas","carcinoma","","missing info","","PAAD"
"NCIH1299_LUNG","ACH-000510","NCI-H1299","metastasis","lung","carcinoma","male","43","lymph_node","missing info"
"PATU8988T_PANCREAS","ACH-000023","PA-TU-8988T","metastasis","pancreas","carcinoma","female","64","liver","PAAD"
"IGR37_SKIN","ACH-000650","IGR-37","metastasis","skin","malignant_melanoma","male","26","lymph_node","SKCM"
"LN443_CENTRAL_NERVOUS_SYSTEM","ACH-000673","LN-443","","central_nervous_system","glioma","male","missing info","missing info","missing info"
"SLR23_KIDNEY","ACH-000246","SLR 23","primary","kidney","carcinoma","","missing info","","KIRC"
"HMEL_BREAST","ACH-000642","HMEL","","breast","other","","missing info","","BRCA"
"OELE_OVARY","ACH-000494","OELE","","ovary","other","","missing info","","OV"
"LN235_CENTRAL_NERVOUS_SYSTEM","ACH-000591","LN-235","","central_nervous_system","glioma","male","missing info","missing info","missing info"
"LN428_CENTRAL_NERVOUS_SYSTEM","ACH-000455","LN-428","","central_nervous_system","glioma","male","missing info","missing info","missing info"
"SLR24_KIDNEY","ACH-000272","SLR 24","primary","kidney","carcinoma","","missing info","","KIRC"
"EWS502_BONE","ACH-000279","EWS502","","bone","Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour","","missing info","","missing info"
"SALE_LUNG","ACH-000064","SALE","","lung","other","","missing info","","missing info"
"HCC2814_LUNG","ACH-000690","HCC-2814","","lung","carcinoma","","missing info","","missing info"
"TIG3TD_FIBROBLAST","ACH-001207","TIG-3 TD","","lung","other","","missing info","","missing info"
"SF172_CENTRAL_NERVOUS_SYSTEM","ACH-000887","SF-172","","central_nervous_system","glioma","female","missing info","","missing info"
"PRECLH_PROSTATE","ACH-000170","PrEC LH","","prostate","other","","missing info","","PRAD"
"U343_CENTRAL_NERVOUS_SYSTEM","ACH-000036","U343","","central_nervous_system","glioma","","missing info","","missing info"
"LN215_CENTRAL_NERVOUS_SYSTEM","ACH-000328","LN-215","","central_nervous_system","glioma","","missing info","missing info","missing info"
"LN464_CENTRAL_NERVOUS_SYSTEM","ACH-000676","LN-464","","central_nervous_system","glioma","male","missing info","missing info","missing info"
"SLR25_KIDNEY","ACH-000300","SLR 25","primary","kidney","carcinoma","","missing info","","KIRC"
"U178_CENTRAL_NERVOUS_SYSTEM","ACH-000208","U-178","","central_nervous_system","glioma","male","missing info","","missing info"
"HEKTE_KIDNEY","ACH-000049","HEK TE","","kidney","other","","missing info","","KIRC"
"SLR26_KIDNEY","ACH-000600","SLR 26","primary","kidney","carcinoma","","missing info","","KIRC"
"SKRC20_KIDNEY","ACH-000385","SK-RC-20","","kidney","carcinoma","","missing info","","KIRC"
"SF767_CERVIX","ACH-000490","SF767","","central_nervous_system","glioma","female","missing info","","CESC"
"A1207_CENTRAL_NERVOUS_SYSTEM","ACH-000283","A1207","","central_nervous_system","glioma","female","missing info","","missing info"
"LN319_CENTRAL_NERVOUS_SYSTEM","ACH-000128","LN-319","","central_nervous_system","glioma","male","missing info","missing info","missing info"
"HCC364_LUNG","ACH-000575","HCC364","","lung","carcinoma","","missing info","","missing info"
"LN382_CENTRAL_NERVOUS_SYSTEM","ACH-000215","LN382","","central_nervous_system","glioma","male","missing info","","missing info"
"IOMMLEE_CENTRAL_NERVOUS_SYSTEM","ACH-000629","IOMM-Lee","","central_nervous_system","meningioma","","missing info","","missing info"
"SLR21_KIDNEY","ACH-000016","SLR 21","primary","kidney","carcinoma","","missing info","","KIRC"
"LNZ308_CENTRAL_NERVOUS_SYSTEM","ACH-000760","LNZ308","","central_nervous_system","glioma","female","missing info","","LGG"
"LN340_CENTRAL_NERVOUS_SYSTEM","ACH-000634","LN-340","","central_nervous_system","glioma","male","missing info","missing info","missing info"
"HCC827GR5_LUNG","ACH-000029","HCC827 GR5","","lung","carcinoma","","missing info","","missing info"
"SLR20_KIDNEY","ACH-000127","SLR 20","primary","kidney","carcinoma","","missing info","","KIRC"
"EW8_BONE","ACH-000499","EW8","","bone","Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour","","missing info","","missing info"
"UOK101_KIDNEY","ACH-000262","UOK101","","kidney","carcinoma","female","missing info","","KIRC"
"JHESOAD1_OESOPHAGUS","ACH-000216","JH-EsoAd1","","oesophagus","carcinoma","male","missing info","","ESCA"
"CH157MN_CENTRAL_NERVOUS_SYSTEM","ACH-000025","CH-157MN","","central_nervous_system","meningioma","","missing info","","missing info"
"MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000453","MOLP-2","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","55","","MM"
"SCC25_UPPER_AERODIGESTIVE_TRACT","ACH-000188","SCC-25","primary","upper_aerodigestive_tract","carcinoma","male","70","","HNSC"
"MHHNB11_AUTONOMIC_GANGLIA","ACH-000078","MHH-NB-11","metastasis","autonomic_ganglia","neuroblastoma","male","4","adrenal","NB"
"HCC1806_BREAST","ACH-000624","HCC1806","primary","breast","carcinoma","female","60","","BRCA"
"GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000073","GRANTA-519","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","58","","DLBC"
"MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000006","MONO-MAC-6","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","male","64","","LAML"
"MKN7_STOMACH","ACH-000678","MKN7","metastasis","stomach","carcinoma","male","39","lymph_node","STAD"
"SW1710_URINARY_TRACT","ACH-000566","SW-1710","primary","urinary_tract","carcinoma","female","84","","BLCA"
"MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000795","MOLT-13","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","2","","ALL"
"SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000338","SR-786","metastasis","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","11","pleura","missing info"
"SCC15_UPPER_AERODIGESTIVE_TRACT","ACH-000254","SCC-15","primary","upper_aerodigestive_tract","carcinoma","male","55","","HNSC"
"RS5_FIBROBLAST","ACH-000531","RS-5","metastasis","pleura","mesothelioma","male","78","pleura","missing info"
"NCIH2126_LUNG","ACH-000785","NCI-H2126","metastasis","lung","carcinoma","male","65","pleura","LUAD"
"NCIH1385_LUNG","ACH-000737","NCI-H1385","metastasis","lung","carcinoma","","missing info","lymph_node","LUSC"
"HCC827_LUNG","ACH-000012","HCC827","primary","lung","carcinoma","female","39","","LUAD"
"RD_SOFT_TISSUE","ACH-000169","RD","primary","soft_tissue","rhabdomyosarcoma","female","7","","SARC"
"TT_THYROID","ACH-001321","TT","primary","thyroid","carcinoma","female","77","","THCA"
"TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000387","TF-1","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","male","35","","LAML"
"HS172T_FIBROBLAST","ACH-000088","Hs 172.T","primary","urinary_tract","carcinoma","male","50","","missing info"
"HS834T_FIBROBLAST","ACH-000275","Hs 834.T","metastasis","skin","malignant_melanoma","","missing info","lymph_node","missing info"
"TE125T_FIBROBLAST","ACH-000079","TE 125.T","primary","soft_tissue","rhabdomyosarcoma","female","1","","SARC"
"UACC812_BREAST","ACH-000568","UACC-812","primary","breast","carcinoma","female","43","","BRCA"
"ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000105","ALL-SIL","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","17","","ALL"
"KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000728","KASUMI-2","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","15","","ALL"
"DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000981","DND-41","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","13","","ALL"
"ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000439","ME-1","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","male","40","","LAML"
"DM3_FIBROBLAST","ACH-000742","DM-3","metastasis","pleura","mesothelioma","male","62","pleura","missing info"
"JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000357","JeKo-1","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","78","","DLBC"
"JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000653","JJN-3","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","57","","MM"
"NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000388","NU-DHL-1","metastasis","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","73","lymph_node","DLBC"
"CL14_LARGE_INTESTINE","ACH-000342","CL-14","primary","large_intestine","carcinoma","male","missing info","","COAD/READ"
"KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000604","KYO-1","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","male","22","","LCML"
"JL1_PLEURA","ACH-000645","JL-1","primary","pleura","mesothelioma","male","54","pleura","MESO"
"CAL148_BREAST","ACH-000902","CAL-148","metastasis","breast","carcinoma","female","58","pleura","BRCA"
"NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000130","NALM-19","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","26","","ALL"
"HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000942","HPB-ALL","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","14","","ALL"
"SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000122","SUP-T11","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","74","","missing info"
"CL40_LARGE_INTESTINE","ACH-000798","CL-40","primary","large_intestine","carcinoma","female","missing info","","COAD/READ"
"MDAMB134VI_BREAST","ACH-000044","MDA-MB-134-VI","metastasis","breast","carcinoma","female","47","pleura","BRCA"
"HCC1500_BREAST","ACH-000349","HCC1500","primary","breast","carcinoma","female","32","","BRCA"
"HCC1599_BREAST","ACH-000196","HCC1599","primary","breast","carcinoma","female","44","","BRCA"
"OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000336","OCI-AML3","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","male","57","","LAML"
"SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000271","SU-DHL-10","metastasis","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","25","pleura","DLBC"
"SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000365","SU-DHL-4","metastasis","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","38","pleura","DLBC"
"RH41_SOFT_TISSUE","ACH-000100","RH-41","metastasis","soft_tissue","rhabdomyosarcoma","female","missing info","liver","SARC"
"OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000124","OCI-LY-19","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","27","","DLBC"
"MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000321","MOLM-6","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","male","44","","LCML"
"SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000363","SK-MM-2","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","54","","MM"
"KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000166","Kasumi-6","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","male","64","","LAML"
"HS698T_FIBROBLAST","ACH-000850","Hs 698.T","metastasis","large_intestine","carcinoma","male","70","connective_tissue_trunk","COAD/READ"
"UACC893_BREAST","ACH-000554","UACC-893","primary","breast","carcinoma","female","57","","BRCA"
"MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000220","Mino","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","64","","DLBC"
"CHP126_AUTONOMIC_GANGLIA","ACH-000136","CHP-126","primary","autonomic_ganglia","neuroblastoma","female","1.166666667","","NB"
"COLO680N_OESOPHAGUS","ACH-000717","COLO-680N","primary","oesophagus","carcinoma","female","57","","ESCA"
"COLO678_LARGE_INTESTINE","ACH-000350","COLO-678","metastasis","large_intestine","carcinoma","male","69","lymph_node","COAD/READ"
"LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000301","LAMA-84","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","female","29","","LCML"
"CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000920","CML-T1","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","female","36","","LCML"
"EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000038","EHEB","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","69","","CLL"
"CAL54_KIDNEY","ACH-000457","CAL-54","metastasis","kidney","carcinoma","male","75","pleura","KIRC"
"BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000432","BV-173","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","male","45","","LCML"
"DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000056","DOHH-2","metastasis","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","60","pleura","DLBC"
"EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000198","EOL-1","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","male","33","","LAML"
"NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000938","NALM-6","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","19","","ALL"
"VMCUB1_URINARY_TRACT","ACH-000545","VM-CUB1","primary","urinary_tract","carcinoma","male","missing info","","BLCA"
"LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000204","LP-1","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","56","","MM"
"LXF289_LUNG","ACH-000787","LXF-289","primary","lung","carcinoma","male","63","","LUAD"
"MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001129","MONO-MAC-1","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","male","64","","LAML"
"PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000218","PL-21","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","male","24","","LAML"
"PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000937","PF-382","metastasis","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","6","pleura","ALL"
"NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000462","NALM-1","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","female","3","","LCML"
"OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000113","OCI-AML2","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","male","65","","LAML"
"MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000032","MHH-CALL-3","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","11","","ALL"
"JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000326","JURL-MK1","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","male","73","","LCML"
"OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000065","OCI-AML5","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","male","77","","LAML"
"KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000101","KE-37","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","27","","ALL"
"JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000241","JK-1","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","male","62","","LCML"
"RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000398","RI-1","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","57","","DLBC"
"KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000315","KARPAS-422","metastasis","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","73","pleura","DLBC"
"L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000806","L-540","metastasis","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","20","bone_marrow","missing info"
"CAL78_BONE","ACH-000516","CAL-78","primary","bone","chondrosarcoma","male","76","","SARC"
"HDQP1_BREAST","ACH-000643","HDQ-P1","primary","breast","carcinoma","female","50","","BRCA"
"MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000156","MHH-CALL-4","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","10","","ALL"
"MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000492","MUTZ-5","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","26","","ALL"
"ONCODG1_OVARY","ACH-000013","ONCO-DG-1","metastasis","ovary","carcinoma","female","60","ascites","OV"
"HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000267","HDLM-2","metastasis","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","74","pleura","missing info"
"CAL29_URINARY_TRACT","ACH-000142","CAL-29","primary","urinary_tract","carcinoma","female","80","","BLCA"
"KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001106","KOPN-8","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","0.25","","ALL"
"SCLC21H_LUNG","ACH-000659","SCLC-21H","metastasis","lung","carcinoma","male","46","pleura","SCLC"
"CALU3_LUNG","ACH-000392","Calu-3","metastasis","lung","carcinoma","male","25","pleura","LUAD"
"NCIH1435_LUNG","ACH-000852","NCI-H1435","primary","lung","carcinoma","female","35","","LUAD"
"NCIH2009_LUNG","ACH-000886","NCI-H2009","metastasis","lung","carcinoma","female","68","lymph_node","LUAD"
"NCIH1869_LUNG","ACH-000894","NCI-H1869","metastasis","lung","carcinoma","male","58","pleura","LUSC"
"HS852T_SKIN","ACH-000274","Hs 852.T","primary","skin","malignant_melanoma","","missing info","","SKCM"
"HCC1419_BREAST","ACH-000277","HCC1419","primary","breast","carcinoma","female","42","","BRCA"
"BT483_BREAST","ACH-000818","BT-483","primary","breast","carcinoma","female","23","","BRCA"
"HS281T_FIBROBLAST","ACH-000083","Hs 281.T","primary","breast","carcinoma","female","37","","missing info"
"HS934T_FIBROBLAST","ACH-000194","Hs 934.T","primary","skin","malignant_melanoma","female","58","","SKCM"
"HCC4006_LUNG","ACH-000066","HCC4006","metastasis","lung","carcinoma","male","missing info","pleura","LUAD"
"HCC1428_BREAST","ACH-000352","HCC1428","metastasis","breast","carcinoma","female","49","pleura","BRCA"
"KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000074","KU812","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","male","38","","LCML"
"SHP77_LUNG","ACH-000790","SHP-77","primary","lung","carcinoma","male","54","","SCLC"
"TE441T_SOFT_TISSUE","ACH-000772","TE 441.T","primary","soft_tissue","rhabdomyosarcoma","female","14","","SARC"
"NB1_AUTONOMIC_GANGLIA","ACH-000804","NB-1","metastasis","autonomic_ganglia","neuroblastoma","male","2","lymph_node","NB"
"HS274T_FIBROBLAST","ACH-000134","Hs 274.T","primary","breast","carcinoma","female","66","","missing info"
"PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000140","Pfeiffer","metastasis","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","missing info","pleura","DLBC"
"ZR7530_BREAST","ACH-000828","ZR-75-30","metastasis","breast","carcinoma","female","47","ascites","BRCA"
"HS863T_FIBROBLAST","ACH-000119","Hs 863.T","primary","bone","Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour","female","5","","SARC"
"NCIH841_LUNG","ACH-000292","NCI-H841","metastasis","lung","carcinoma","male","51","lymph_node","SCLC"
"HS821T_FIBROBLAST","ACH-000526","Hs 821.T","primary","bone","giant_cell_tumour","female","31","","missing info"
"NCIH1944_LUNG","ACH-000414","NCI-H1944","metastasis","lung","carcinoma","female","62","soft_tissue","LUAD"
"NCIH2405_LUNG","ACH-000121","NCI-H2405","metastasis","lung","carcinoma","male","47","ascites","LUAD"
"DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000233","DEL","metastasis","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","12","pleura","missing info"
"BEN_LUNG","ACH-000603","BEN","metastasis","lung","carcinoma","male","71","lymph_node","UNABLE TO CLASSIFY"
